asin,title,price,rating,reviews,sold_past_month,is_bestseller,is_prime,is_amazon_choice,has_sustainability_features,brand
B0D25TXLLV,"Zenbook 14 OLED 2024 Business Laptop 14"" WUXGA Touchscreen 16-Core Intel Ultra 7155H 16GB LPDDR5 1TB SSD Intel ARC Graphics Thunderbolt 4 Wi-Fi 6E Backlit Keyboard Win11 Home w/ONT 32GB USB",849.0,4.6 out of 5 stars,3.0,100.0,False,False,False,False,ASUS
B0CWJ642YM,"Vivobook 16” WUXGA Laptop, Intel Core i5-1235U, Intel Iris Xe Graphics, 16GB Memory, 512GB SSD, Cool Silver, F1605ZA-AS56",535.99,4.2 out of 5 stars,39.0,100.0,False,False,False,False,ASUS
B0CRDF25TQ,"TUF Gaming A15 (2024) Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 2050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NF-ES51",695.0,4.3 out of 5 stars,671.0,200.0,False,False,False,False,ASUS
B0CRD9TV9V,"TUF Gaming F16 (2024) Gaming Laptop, 16” FHD+ 165Hz 16:10 Display, Intel® Core™ i7-13650HX, NVIDIA® GeForce RTX™ 4060, 16GB DDR5, 512GB PCIe Gen4 SSD, Wi-Fi 6, Windows 11, FX607JV-ES73",,4.8 out of 5 stars,8.0,100.0,False,False,False,False,ASUS
B0CRDCW3Q3,"15.6” Vivobook Go Laptop, Intel Dual Core N4500, 4GB RAM, 128GB SSD, Windows 11 in S Mode, Star Black, L510KA-ES04",229.99,4.1 out of 5 stars,1154.0,400.0,False,False,False,False,ASUS
B09YRY6QCX,E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black),147.0,4.1 out of 5 stars,678.0,500.0,False,False,False,False,ASUS
B0CVZ9R2L9,"Vivobook Laptop, 16"" FHD+ (1920 x 1200) Display, Intel Core i7-1255U Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",598.0,4.2 out of 5 stars,51.0,,False,False,False,False,ASUS
B08D92T45H,"L410 MA-DB02 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black",148.0,4.1 out of 5 stars,829.0,50.0,False,False,False,False,ASUS
B08NCWJ4LC,"VivoBook 15.6"" FHD Touchscreen Notebook - Intel Core i5-1035G1 1.0GHz - 8GB RAM 256GB PCIe SSD - Webcam - Windows 10 Home, Black",369.99,4.4 out of 5 stars,1264.0,,False,False,False,False,ASUS
B0D4TH1GS5,"15.6"" FHD Premium Laptop for Business&Students, AMD Ryzen 7 5700U (Beats Intel i7-1165G7), 40GB RAM, 1.16TB Storage(1TB SSD+160GB Docking Station Set),Numpad,Webcam, WiFi 6, Win 11 Pro, Silver",699.0,4.2 out of 5 stars,62.0,,False,False,False,False,acer
B0D3HRQ3WJ,"16"" Laptop Computer, 16GB DDR4 RAM 1TB SSD, Quad-Core N100 Processor Up to 3.4GHz, 1200P FHD IPS Display, Windows 11 Laptops with USB 3.0, Type-C, Mini-HDMI, 2.4/5G WiFi, RJ45, Sliver",399.98,4.2 out of 5 stars,16.0,,False,False,False,False,BIGASUO
B0CV5ZSR17,"Aspire Go 15 Slim Laptop | 15.6"" Full HD IPS 1080P Display | Intel Core i3-N305| Intel UHD Graphics | 8GB LPDDR5 | 128GB HD | Wi-Fi 6 | AI PC | Windows 11 Home in S Mode | AG15-31P-3947",269.99,4.2 out of 5 stars,1331.0,1000.0,False,False,False,True,acer
B0CMRGBXM9,"Nitro V Gaming Laptop | Intel Core i7-13620H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 16GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-73B9",799.99,4.4 out of 5 stars,360.0,1000.0,False,False,False,False,acer
B0DJH9WBLW,"Chromebook Duet - 2024 - Convertible Chromebook - ChromeOS - 10.95"" WUXGA IPS Touch Display - 4GB Memory - 64GB Storage - MediaTek Kompanio 838 - Luna Grey",319.99,,,,False,False,False,False,Lenovo
B0BXLY538Z,"Aspire 5 14 Slim Laptop | 14"" WUXGA (1920 x 1200) IPS |Core i5-1335U | Intel Iris Xe Graphics | 8GB LPDDR5 | 512GB Gen 4 SSD | Wi-Fi 6E | USB4/Thunderbolt 4 | Backlit KB | A514-56M-576D, Gray",449.97,4.3 out of 5 stars,50.0,50.0,False,False,False,False,acer
B0BL86VM7F,"Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode,Silver",347.99,4.3 out of 5 stars,964.0,50.0,False,False,False,False,acer
B09XY1R1DR,"Chromebook 315 Laptop | Intel Celeron N4500 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 4GB LPDDR4X | 64GB eMMC | Intel Wi-Fi 6 | DTS Audio | USB Type-C | Chrome OS | CB315-4H-C8XU,Silver",188.0,4.2 out of 5 stars,48.0,100.0,False,False,False,True,acer
B0CXY573W9,"Nitro V Gaming Laptop | AMD Ryzen 7 8845HS Octa-Core AI Capable Processor | NVIDIA GeForce RTX 4060 Laptop GPU | 16"" WUXGA IPS 165Hz Display | 16GB DDR5 | 1TB Gen 4 SSD | Wi-Fi 6E | ANV16-41-R5J0",954.99,4.3 out of 5 stars,458.0,500.0,False,False,False,False,acer
B0DJXR6CS2,45W Laptop Charger fit for Acer Aspire 1 3 5 A315 A314 A514 A515 Power Adapter,22.99,,,,False,False,False,False,Generic
B0CCY66XNS,"Aspire Slim Laptop for Business Student, 15.6'' FHD Display, Intel Celeron N Series Processor, 12GB RAM 256GB SSD, WiFi, Webcam, RJ-45, USB Type-A&C, Windows 11, 1-Year Microsoft 365 +Mousepad",297.98,4.2 out of 5 stars,72.0,,False,False,False,False,acer
B0CP8D4SM2,"Nitro V Gaming Laptop | Intel Core i5-13420H Processor | NVIDIA GeForce RTX 4050 Laptop GPU | 15.6"" FHD IPS 144Hz Display | 8GB DDR5 | 512GB Gen 4 SSD | WiFi 6 | Backlit KB | ANV15-51-51H9",741.5,4.4 out of 5 stars,1166.0,500.0,False,False,False,False,acer
B0D9NKTJYM,"Laptop 16 inch Windows 11, 12th Gen N95, Up to 3.4GHz, 16GB DDR5 RAM, 1TB PCIE NVME SSD, 16"" FHD IPS 1920x1200, 2.0MP, 2.4G+5G WiFi, BT 5.0, HDMI, RJ45, Type C, Gray",359.99,5.0 out of 5 stars,5.0,,False,False,False,False,OTVOC
B0D97ZC61Y,"Aspire 3 Spin 14” Convertible Laptop, WUXGA 1920 x 1200 IPS Touch Display, Touchscreen 2-in-1 Laptop, Intel Core i3-N305 8GB LPDDR5 RAM 256GB SSD, Wi-Fi 6, Windows 11 Home, Pure Silver",349.99,3.7 out of 5 stars,4.0,50.0,False,False,False,False,acer
B0BTQWR77M,"Swift Go Intel Evo Thin & Light Premium Laptop 14"" 1920x1200 100% sRGB Touch Screen Display Intel Core i7-1355U Intel Iris Xe 16GB LPDDR5 512GB Gen 4 SSD SFG14-71T-72QV",599.99,4.2 out of 5 stars,300.0,100.0,False,False,False,False,acer
B0CZHHL8PV,"Aspire 3 Laptop | 15.6"" Full HD Display | AMD Ryzen 7 5700U Processor | AMD Radeon Graphics | 16GB RAM | 512GB SSD | Wi-Fi 6 | Windows 11 Home | DealExpress Accessories",455.0,3.9 out of 5 stars,45.0,50.0,False,False,False,False,acer
B0CBSZ9CCT,"Aspire 3 A314-36P-35UU Slim Laptop | 14.0"" Full HD IPS Display | Intel Core i3-N305 Processor | Intel UHD Graphics | 8GB LPDDR5 | 128GB NVMe SSD | Wi-Fi 6 | Windows 11 Home in S Mode,Silver",264.95,4.2 out of 5 stars,62.0,100.0,False,False,False,False,acer
B0DCJFGW9R,"USB C Hub 5 in 1 with 4K HDMI, 100W Power Delivery, 3 USB A Data Ports, USB C to HDMI Multiport Adapter for Laptop, PC, Tablet, MacBook Pro/Air, iPad Air/Pro, iMac, iPhone 15/16 Pro/Pro Max",12.59,4.6 out of 5 stars,175.0,3000.0,False,False,False,False,acer
B0CHHMH36M,"Portable Laptop (Include 1 Year Microsoft 365), 14’’ HD Display, 16GB RAM, 64GB eMMC, Intel Quad-Core N4120, Student and Business, Webcam, HDMI, Wi-Fi, RJ-45, Windows 11 Home, Pink",251.0,4.1 out of 5 stars,1678.0,400.0,False,False,False,False,HP
B0C4P29ZXH,"Premium Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 64GB eMMC Storage, UHD Graphics, HD Webcam, 1 Year Office 365, Bluetooth, WiFi, HDMI, Win 11s, Pink, 32GB Hotface USB Card",309.0,4.3 out of 5 stars,314.0,50.0,False,False,False,False,HP
B0BKW3LB2B,"Logitech MX Keys S Wireless Keyboard, Low Profile, Fluid Precise Quiet Typing, Programmable Keys, Backlighting, Bluetooth, USB C Rechargeable, for Windows PC, Linux, Chrome, Mac - Graphite",108.19,4.6 out of 5 stars,20297.0,6000.0,False,False,False,True,Logitech
B0BF64DN6H,"SteelSeries Apex Pro TKL HyperMagnetic Gaming Keyboard - Adjustable Actuation - Esports Tenkeyless - OLED Screen - RGB - PBT Keycaps - USB-C - 2023 Edition,Black",166.99,4.3 out of 5 stars,976.0,1000.0,False,False,True,False,SteelSeries
B0CCZWCPRQ,"Rii RK100+ Multiple Color Rainbow LED Backlit Large Size USB Wired Mechanical Feeling Multimedia PC Gaming Keyboard,Office Keyboard for Working or Primer Gaming,Office Device",14.99,4.4 out of 5 stars,6852.0,3000.0,False,False,False,False,Rii
B07WJ5D3H4,"Amazon Basics Wired Keyboard, Full-Sized, QWERTY Layout, Black",20.89,4.5 out of 5 stars,7309.0,5000.0,False,False,False,False,Generic
B0D3CZYCH2,"65% Gaming Keyboard, Wired Backlit Mini Keyboard, Ultra-Compact Anti-Ghosting No-Conflict 68 Keys Membrane Gaming Wired Keyboard for PC Laptop Mac Gamer",9.26,4.2 out of 5 stars,257.0,1000.0,False,False,False,False,Generic
B0B16HXVVQ,SteelSeries Apex Pro Mini HyperMagnetic Gaming Keyboard – Adjustable Actuation – Compact 60% Form Factor – RGB – PBT Keycaps – USB-C​,128.99,4.5 out of 5 stars,758.0,1000.0,False,False,False,False,SteelSeries
B0BXNGJ2LD,"Rii RK907 Ultra-Slim Compact USB Wired Keyboard for Mac and PC,Windows 10/8 / 7 / Vista/XP (Black) (1PCS)",9.99,4.4 out of 5 stars,815.0,2000.0,False,False,False,False,Rii
B0CP6BR96G,"Corsair K55 CORE RGB Membrane Wired Gaming Keyboard – Quiet, Responsive Switches – Spill Resistance – Ten-Zone RGB – Media Keys – iCUE Compatible – QWERTY NA – PC, Mac – Black",39.99,4.6 out of 5 stars,12029.0,500.0,False,False,False,False,Corsair
B0CDFMW94G,"SABLUTE Large Print Backlit Computer Keyboards, Wired Lighted USB Keyboards with 7-Color Backlit, Wrist Rest, Phone Holder, Easy to Read and Type for Laptop, PC, Windows, Desktop",24.99,4.3 out of 5 stars,986.0,1000.0,False,False,False,True,SABLUTE
B00NLZUM36,"Redragon S101 Gaming Keyboard, M601 Mouse, RGB Backlit Gaming Keyboard, Programmable Backlit Gaming Mouse, Value Combo Set [New Version]",39.99,4.6 out of 5 stars,46009.0,4000.0,False,False,False,False,Redragon
B00B7GV802,"Amazon Basics USB Wired Computer Keyboard (QWERTY) and Mouse Bundle Pack, Black",13.99,4.5 out of 5 stars,10892.0,4000.0,False,False,False,False,Generic
B07D34L57F,Arteck 2.4G Wireless Keyboard Stainless Steel Ultra Slim Full Size Keyboard with Numeric Keypad for Computer/Desktop/PC/Laptop/Surface/Smart TV and Windows 10/8/ 7 Built in Rechargeable Battery,34.99,4.4 out of 5 stars,28549.0,3000.0,False,False,False,False,Arteck
B098LG3N6R,"MageGee Portable 60% Mechanical Gaming Keyboard, MK-Box LED Backlit Compact 68 Keys Mini Wired Office Keyboard with Red Switch for Windows Laptop PC Mac - Black/Grey",29.99,4.4 out of 5 stars,8199.0,2000.0,False,False,False,False,MageGee
B0CQ2MSP2B,"RK ROYAL KLUDGE S98 Mechanical Keyboard w/Smart Display & Knob, Top Mount 96% Wireless Mechanical Keyboard BT/2.4G/USB-C, Hot Swappable, Software Support, Creamy Sounding, 98 Keys",99.99,4.6 out of 5 stars,602.0,500.0,False,False,False,True,Generic
B09DKQWTNC,"AULA F2088 Typewriter Style Mechanical Gaming Keyboard Blue Switches,Rainbow LED Backlit,Removable Wrist Rest,Media Control Knob,Retro Punk Round Keycaps,USB Wired Computer Keyboard",48.99,4.6 out of 5 stars,2171.0,1000.0,False,False,False,False,AULA
B0CF3VGQFL,"Redragon Mechanical Gaming Keyboard, Wired Mechanical Keyboard with 11 Programmable Backlit Modes, Hot-Swappable Red Switch, Anti-Ghosting, Double-Shot PBT Keycaps, Light Up Keyboard for PC Mac",25.49,4.5 out of 5 stars,2237.0,500.0,False,False,True,False,Redragon
B09TR4Y91J,"RisoPhy Mechanical Gaming Keyboard, RGB 104 Keys Ultra-Slim LED Backlit USB Wired Keyboard with Blue Switch, Durable Abs Keycaps/Anti-Ghosting/Spill-Resistant Computer Keyboard for PC Mac Xbox Gamer",29.99,4.4 out of 5 stars,2514.0,1000.0,False,False,False,False,RisoPhy
B0CLLHSWRL,"AULA F99 Wireless Mechanical Keyboard,Tri-Mode BT5.0/2.4GHz/USB-C Hot Swappable Custom Keyboard,Pre-lubed Linear Switches,Gasket Structure,RGB Backlit Gaming Keyboard for PC/Tablet/PS/Xbox",82.89,4.7 out of 5 stars,826.0,1000.0,False,False,False,False,AULA
B0D14N2QZF,"AULA F75 Pro Wireless Mechanical Keyboard,75% Gasket Hot Swappable Custom Keyboard,RGB Backlit,Pre-lubed Reaper Switches,Side Printed PBT Keycaps,2.4GHz/USB-C/BT5.0 Mechanical Gaming Keyboard",66.31,4.6 out of 5 stars,188.0,1000.0,False,False,False,False,AULA
B0CWDXVVRJ,"EPOMAKER x LEOBOG Hi75 Wired Gaming Keyboard, Aluminum Alloy Mechanical Keyboard, Programmable Custom Keyboard with Mode-Switching Knob, Hot Swappable, RGB Backlit, Reaper Switch (White Purple)",49.99,4.7 out of 5 stars,5.0,200.0,False,False,False,False,EPOMAKER
B0C9ZJHQHM,"Womier S-K80 75% Keyboard with Color Multimedia Display Mechanical Gaming Keyboard, Wired Hot Swappable Keyboard, Gasket Mount RGB Custom Keyboard, Pre-lubed Stabilizer for Mac/Win, Black Kanagawa",69.99,4.6 out of 5 stars,538.0,1000.0,False,False,False,False,Womier
B0CNP1BG1W,"RK ROYAL KLUDGE R65 Wired Gaming Keyboard with Volume Knob, 60% Percent RGB Backlit Mechanical Keyboard Gasket Mount with PBT Keycaps, MDA Profile, QMK/VIA, 66 Keys Hot Swappable Cream Switch, Black",59.99,4.6 out of 5 stars,247.0,500.0,False,False,False,True,Generic
B0BGH9FQHZ,"Wireless Mechanical Keyboard,Triple-Mode 2.4G/USB-C/Bluetooth Gaming Keyboard with RGB Backlit,Efficient Numeric Pad,Red Switches,94 Keys Metal Base PBT Compact Quiet Wired Keyboard for PC Mac iPad",49.99,4.0 out of 5 stars,92.0,200.0,False,False,False,False,Generic
B09NCMHTSB,"Corsair K70 RGB PRO Wired Mechanical Gaming Keyboard (Cherry MX RGB Red Switches: Linear and Fast, 8,000Hz Hyper-Polling, PBT Double-Shot PRO Keycaps, Soft-Touch Palm Rest) QWERTY, NA - Black",149.99,4.6 out of 5 stars,6224.0,500.0,False,False,False,False,Corsair
B0C1N4XTZ2,"KOORUI Wired Gaming Keyboards with Red Switch,Hot-Swap Mechanical Keyboard with Volume Knob, 26 RGB Backlit Light Up Keyboard, Full Keys Anti-Ghosting, Dual Color Injection Molded Keycaps for Win/Mac",19.99,4.5 out of 5 stars,365.0,200.0,False,False,False,False,KOORUI
B0CNT61VMZ,"EPOMAKER x Aula F75 Gasket Mechanical Keyboard, 75% Wireless Hot Swappable Gaming Keyboard with Five-Layer Padding&Knob, Bluetooth/2.4GHz/USB-C, RGB (Light Blue, LEOBOG Reaper Switch)",79.99,4.7 out of 5 stars,1523.0,500.0,False,False,False,False,EPOMAKER
B09C12ZBKM,Razer Huntsman V2 Optical Gaming Keyboard: Fast Clicky Optical Switches w/Quick Keystrokes & 8000Hz Polling Rate - Doubleshot PBT Keycaps - Dedicated Media Keys & Dial - Ergonomic Wrist Rest,134.99,4.5 out of 5 stars,2875.0,100.0,False,False,False,False,Razer
B0CJ2LXNFN,"RK ROYAL KLUDGE R75 Mechanical Keyboard Wired with Volume Knob, 75% Custom Gaming Keyboard Gasket Mount RGB Backlit with Software, MDA Profile, PBT Keycaps, Hot Swappable Linear Switch Creamy Sound",59.99,4.7 out of 5 stars,307.0,400.0,False,False,False,True,Generic
B07ZWK2TQT,"Logitech ERGO K860 Wireless Ergonomic Qwerty Keyboard - Split Keyboard, Wrist Rest, Natural Typing, Stain-Resistant Fabric, Bluetooth and USB Connectivity, Compatible with Windows/Mac,Black",110.99,4.6 out of 5 stars,7393.0,5000.0,False,False,True,True,Logitech
B09KZGY5TK,"Lovaky MK98 Wireless Keyboard, 2.4G Ergonomic, Computer Keyboard, Enlarged Indicator Light, Full Size PC Keyboard with Numeric Keypad for Laptop, Desktop, Surface, Chromebook, Notebook, Black",18.99,4.2 out of 5 stars,2787.0,1000.0,False,False,False,True,Lovaky
B0BNPBTJDP,"Wireless Keyboard with 7 Colored Backlits, Wrist Rest, Phone Holder, Rechargeable Ergonomic Computer Keyboard with Silent Keys, Full Size Lighted Keyboard for Windows, MacBook, PC, Laptop (Black)",39.99,4.0 out of 5 stars,1728.0,1000.0,False,False,False,True,Generic
B0C3VNNS4Y,"Wireless Keyboard, 2.4G USB External Silent Cordless Keyboard for Windows Chrome Laptop Computer PC Desktop Notebook Chromebook, 106 Keys Full Size with Number Pad (Black)",13.99,4.2 out of 5 stars,238.0,1000.0,False,False,False,False,Generic
B0DG2WKLMR,"Wireless Keyboard, Wireless Connection, with Number Keyboard, Quiet Typing, Full Size Stable Connection Keyboard - Ergonomic Design, for Windows PC, Laptop, Android, Chrome, Tablet, Smart TV (White)",11.99,5.0 out of 5 stars,1.0,100.0,False,False,False,False,Generic
B07FLKYRFB,KLIM Chroma Wireless Gaming Keyboard RGB - Backlit Wireless Keyboard - Long-Lasting Rechargeable Battery - Quiet Water Resistant Ergonomic Keyboard - Teclado Gamer - PC PS5 PS4 Xbox One Mac - Black,29.97,4.3 out of 5 stars,17567.0,1000.0,False,False,False,False,KLIM
B0D3KTJ6DN,"Wireless Keyboard, 2.4G Full-Sized Ergonomic Wireless Computer Keyboard with Wrist Rest for Windows, Mac OS Laptop/PC/Desktop/Notebook(Black)",25.99,4.5 out of 5 stars,53.0,500.0,False,False,False,False,Generic
B0BL2ND2GC,"Logitech K585 Multi-Device Slim Wireless Keyboard, Built-in Cradle for Device; for Laptop, Tablet, Desktop, Smartphone, Win/Mac, Bluetooth/Receiver, Compact, Easy Switch, 24 Month Battery - Graphite",36.54,4.4 out of 5 stars,1694.0,1000.0,False,False,False,True,Logitech
B0CH9TPJ3V,"Wireless Keyboard with 7-Color RGB Backlit, Full-Size Computer Keyboard with Phone Tablet Holder, Rechargeable 2.4G Wireless Gaming Keyboard with Light Up Key, Compatible with Mac, Windows",35.99,4.1 out of 5 stars,402.0,500.0,False,False,False,True,Generic
B09TKH352V,"Wireless Keyboard and Mouse Combo - RGB Backlit, Rechargeable & Light Up Letters, Full-Size, Ergonomic Tilt Angle, Sleep Mode, 2.4GHz Quiet Keyboard Mouse for Mac, Windows, Laptop, PC, Trueque",29.99,4.1 out of 5 stars,2607.0,4000.0,True,False,False,False,Generic
B0CBPNWCVS,"Logitech MK540 Advanced Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Unifying USB-Receiver, Multimedia Hotkeys, 3-Year Battery Life, for PC, Laptop",49.95,4.3 out of 5 stars,854.0,10000.0,False,False,False,False,Logitech
B09WDJNBT1,"Arteck 2.4G Wireless Keyboard Ultra Slim and Compact Keyboard with Media Hotkeys for Computer Desktop PC Laptop Surface Smart TV and Windows 11/10/8/7, Black",18.99,4.3 out of 5 stars,4219.0,1000.0,False,False,False,False,Arteck
B09P33RWFJ,"Wireless Keyboard and Mouse Combo, MARVO 2.4G Ergonomic Wireless Computer Keyboard with Phone Tablet Holder, Silent Mouse with 6 Button, Compatible with MacBook, Windows (Black)",20.99,4.2 out of 5 stars,6631.0,5000.0,False,False,False,True,Generic
B0C4SYN1SP,"seenda Wireless Keyboard and Mouse, USB & Type C Keyboard Mouse Combo, Full Size White Wireless Keyboard Compatible for Win 7/8/10, MacBook Pro/Air, Laptop, PC - White",21.99,4.4 out of 5 stars,1774.0,1000.0,False,False,False,True,seenda
B0C8HN3QD7,"Emetok Universal Bluetooth Keyboard for iPad, Upgraded BLE Technology Keyboard with Unwavering Connection, 18-Month Battery Life, Automatic Identification for Windows, Android, macOS, iOS, Black",9.99,4.4 out of 5 stars,334.0,300.0,False,False,True,False,Emetok
B07VN47CYW,Arteck HB192 Universal Bluetooth Keyboard Multi-Device Stainless Steel Full Size Wireless Keyboard for Windows iOS Android Computer Desktop Laptop Surface Tablet Smartphone Rechargeable Battery,34.99,4.3 out of 5 stars,5195.0,1000.0,False,False,False,False,Arteck
B07TS6R1SF,"iClever BK10 Bluetooth Keyboard, Multi Device Keyboard Rechargeable Bluetooth 5.1 with Number Pad Ergonomic Design Full Size Stable Connection Keyboard for iPad, iPhone, Mac, iOS, Android, Windows",34.99,4.3 out of 5 stars,13498.0,2000.0,False,False,False,True,iClever
B0BT4DP7SC,"Logitech Pebble Keys 2 K380s, Multi-Device Bluetooth Wireless Keyboard with Customizable Shortcuts, Slim and Portable, Easy-Switch for Windows, macOS, iPadOS, Android, Chrome OS - Tonal Graphite",31.99,4.3 out of 5 stars,599.0,2000.0,False,False,False,True,Logitech
B07PV6NDB2,"iClever BK10 Bluetooth Keyboard, Wireless Bluetooth Keyboard, Rechargeable Bluetooth 5.1 Multi Device Keyboard with Number Pad Full Size Stable Connection for Mac, Windows, iOS, Android, Laptop",35.99,4.2 out of 5 stars,6290.0,500.0,False,False,False,True,iClever
B07PFCRWG9,"Arteck Ultra-Slim Keyboard Compatible with iPad 10.2-inch/iPad Air/iPad 9.7-inch/iPad Pro/iPad Mini, iPhone and Other Bluetooth Enabled Devices Including iOS, Android, Windows, Black",19.99,4.4 out of 5 stars,11606.0,1000.0,False,False,False,False,Arteck
B09LK1P1RD,"Logitech MX Mechanical Wireless Illuminated Performance Keyboard, Tactile Quiet Switches, Backlit Keys, Bluetooth, USB-C, macOS, Windows, Linux, iOS, Android, Metal, ‎Graphite",145.99,4.4 out of 5 stars,2859.0,1000.0,False,False,False,True,Logitech
B0BL2NDWTX,"Logitech K585 Multi-Device Slim Wireless Keyboard, Built-in Cradle for Device; for Laptop, Tablet, Desktop, Smartphone, Win/Mac, Bluetooth/Receiver, Compact, Easy Switch, 24 Month Battery - Rose",45.45,4.4 out of 5 stars,1694.0,500.0,False,False,False,True,Logitech
B00MUTWLW4,"Logitech K480 Wireless Multi-Device Keyboard for Windows, macOS, iPadOS, Android or Chrome OS, Bluetooth, Compact, Compatible with PC, Mac, Laptop, Smartphone, Tablet - Black",29.98,4.4 out of 5 stars,22982.0,1000.0,False,False,False,True,Logitech
B0B2WL3K7D,"YUNZII ACTTO B305 Wireless Typewriter Keyboard, Retro Bluetooth Aesthetic Keyboard with Integrated Stand for Multi-Device (B305, Ivory Butter)",51.89,4.2 out of 5 stars,2370.0,200.0,False,False,False,False,YUNZII
B00X5P8BJO,"Arteck Universal Backlit 7-Colors Ultra Light Slim Portable Wireless Bluetooth 3.0 Keyboard for iOS iPad Pro, Air, Mini, Android, Windows Tablets PC Smartphone Built in Rechargeable 6-Month Battery",23.99,4.4 out of 5 stars,28414.0,1000.0,False,False,False,False,Arteck
B085RGMMV4,"Arteck HB193 Universal Bluetooth Keyboard Multi-Device Stainless Steel Full Size Wireless Keyboard for Windows, iOS, Android, Computer Desktop Laptop Surface Tablet Smartphone Rechargeable Battery",33.99,4.4 out of 5 stars,1018.0,300.0,False,False,False,False,Arteck
B00GD1BGYO,"OMOTON Bluetooth Keyboard for iPad 10th Generation, iPad 10.2 (9th/8th/7th), iPad Pro 13/12.9/11 inch, iPad Air 13/11 inch, iPad Air 5th/4th Gen, iPad Mini and More Bluetooth Enabled Devices, White",17.76,4.5 out of 5 stars,28975.0,2000.0,False,False,False,False,OMOTON
B07ZGDPT4M,SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch),47.0,4.6 out of 5 stars,6904.0,1000.0,False,False,False,False,SteelSeries
B08B3MHYPC,Razer Huntsman Mini 60% Gaming Keyboard: Fast Keyboard Switches - Linear Optical Switches - Chroma RGB Lighting - PBT Keycaps - Onboard Memory - Snap Tap - White,85.38,4.7 out of 5 stars,13002.0,300.0,False,False,False,True,Razer
B09X6GJ691,Razer Ornata V3 X Gaming Keyboard: Low Profile Keys - Silent Membrane Switches - Spill Resistant - Chroma RGB Lighting - Ergonomic Wrist Rest - Snap Tap,34.98,4.4 out of 5 stars,2054.0,1000.0,False,False,False,True,Razer
B0D17C3ZVJ,"TECKNET RGB Gaming Keyboard, 105 Keys, All-Metal Panel, 15-Zone RGB Illumination, Silent Keyboard with Wrist Rest, 25 Anti-ghosting Keys, IP32 Water Resistance, USB Wired Keyboard for PC, Mac, Laptop",26.99,4.4 out of 5 stars,1847.0,500.0,False,False,False,False,TECKNET
B097T276QL,"Snpurdiri 60% Wired Gaming Keyboard, RGB Backlit Mini Keyboard, Waterproof Small Ultra-Compact 61 Keys Keyboard for PC/Mac Gamer, Typist, Travel, Easy to Carry on Business Trip(Black-White)",27.98,4.3 out of 5 stars,9598.0,1000.0,False,False,False,False,Snpurdiri
B0BGXZF1MD,"DIERYA T68SE 60% Gaming Mechanical Keyboard,Ultra Compact Mini 68 Key with Red Switches Wired Keyboard,Anti-Ghosting Keys, for Windows Laptops and PC Gamers,White",27.88,4.6 out of 5 stars,848.0,500.0,False,False,False,False,DIERYA
B08XBQ79MN,"HyperX Alloy Origins 60 - Mechanical Gaming Keyboard, Ultra Compact 60% Form Factor, Double Shot PBT Keycaps, RGB LED Backlit, NGENUITY Software Compatible - Linear HyperX Red Switch,Black",66.99,4.7 out of 5 stars,13156.0,400.0,False,False,False,False,HyperX
B09LVWTDWN,"UPPERCASE GhostCover® Premium Ultra Thin Keyboard Cover Protector, Compatible with 2021 2022 2023 2024 M1/M2/M3/M4 Pro/Max MacBook Pro 14/16, M2/M3 MacBook Air 13/15, US ANSI Layout, Clear",12.95,4.5 out of 5 stars,2841.0,2000.0,True,False,False,True,UPPERCASE
B09W5D3LSL,"Geekria Tenkeyless TKL Keyboard Dust Cover, Clear Acrylic Keypads Cover for 80% Compact 87 Key Computer Mechanical Gaming Keyboard, Compatible with Logitech G PRO, G915 TKL, G PRO X TKL.",20.99,4.5 out of 5 stars,305.0,,False,False,False,False,Geekria
B07HYY2YHP,Green Onions Supply[3 Pack] Universal Fully Covered Flat Style 0.025mm Wipeable Superb Tactile Feeling Waterproof Anti-Dust Keyboard Cap Cover for Desktop Keyboard with Numeric Hospital/Dentist Use,14.99,4.1 out of 5 stars,988.0,100.0,False,False,False,True,Generic
